"","country","year","parent_company","empty","hdpe","ldpe","o","pet","pp","ps","pvc","grand_total","num_events","volunteers","country.code","lang1","lang2","lang3","lang4","lang5","lang6","lang7","lang8","lang9","lang10","lang11","total_plastic","gdp"
"1","Argentina",2019,"Grand Total",0,215,55,607,1376,281,116,18,2668,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"2","Argentina",2019,"Unbranded",0,155,50,532,848,122,114,17,1838,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"3","Argentina",2019,"The Coca-Cola Company",0,0,0,0,222,35,0,0,257,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"4","Argentina",2019,"Secco",0,0,0,0,39,4,0,0,43,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"5","Argentina",2019,"Doble Cola",0,0,0,0,38,0,0,0,38,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"6","Argentina",2019,"Pritty",0,0,0,0,22,7,0,0,29,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"7","Argentina",2019,"PepsiCo",0,0,0,0,21,6,0,0,27,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"8","Argentina",2019,"Casoni",0,0,0,0,26,0,0,0,26,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"9","Argentina",2019,"Villa Del Sur - Levite",0,0,0,0,19,1,0,0,20,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"10","Argentina",2019,"Manaos",0,0,0,0,14,4,0,0,18,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"11","Argentina",2019,"La Bichy Ahora",0,0,0,0,14,3,0,0,17,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"12","Argentina",2019,"Villavicencio",0,0,0,0,14,1,0,0,15,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"13","Argentina",2019,"Eco De Los Andes",0,0,0,0,14,0,0,0,14,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"14","Argentina",2019,"Cavatini",0,0,0,13,0,0,0,0,13,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"15","Argentina",2019,"Villa Del Sur",0,0,0,0,8,3,0,0,11,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"16","Argentina",2019,"Cepita",0,0,0,0,9,0,0,0,9,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"17","Argentina",2019,"Livra",0,0,0,0,5,4,0,0,9,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"18","Argentina",2019,"Nestlé",0,1,0,0,6,2,0,0,9,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"19","Argentina",2019,"Vino Toro",0,0,0,8,0,0,0,0,8,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"20","Argentina",2019,"Frutafiel",0,0,0,0,6,1,0,0,7,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"21","Argentina",2019,"Unilever",0,1,0,3,1,2,0,0,7,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"22","Argentina",2019,"Arcor",0,0,0,1,0,5,0,0,6,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"23","Argentina",2019,"SC Johnson",0,1,1,3,0,0,0,0,5,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"24","Argentina",2019,"Seven Up",0,0,0,0,5,0,0,0,5,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"25","Argentina",2019,"Dea",0,0,0,0,3,2,0,0,5,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"26","Argentina",2019,"Sierra De Los Padres",0,0,0,0,4,1,0,0,5,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"27","Argentina",2019,"The Clorox Group",0,4,0,0,0,1,0,0,5,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"28","Argentina",2019,"Goliat",0,0,0,0,2,2,0,0,4,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"29","Argentina",2019,"Pipas",0,0,0,0,0,4,0,0,4,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"30","Argentina",2019,"Mondelez International",0,0,0,0,0,4,0,0,4,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"31","Argentina",2019,"Dr Pepper Snapple Group",0,0,0,1,3,0,0,0,4,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"32","Argentina",2019,"Schneider",0,0,0,4,0,0,0,0,4,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"33","Argentina",2019,"Tacconi",0,0,0,0,4,0,0,0,4,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"34","Argentina",2019,"Brahma",0,0,0,3,0,0,0,0,3,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"35","Argentina",2019,"Baggio Pronto",0,0,0,3,0,0,0,0,3,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"36","Argentina",2019,"Fantoche",0,0,0,0,0,3,0,0,3,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"37","Argentina",2019,"Fernando",0,0,0,0,1,2,0,0,3,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"38","Argentina",2019,"Ferrero Group",0,1,0,0,0,2,0,0,3,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"39","Argentina",2019,"Quilmes",0,0,0,3,0,0,0,0,3,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"40","Argentina",2019,"Poett",0,0,0,0,2,0,0,0,2,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"41","Argentina",2019,"Hacendado",0,0,0,0,0,2,0,0,2,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"42","Argentina",2019,"Yamlube",0,2,0,0,0,0,0,0,2,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"43","Argentina",2019,"Yamaha Motors Argentina S.A.",0,2,0,0,0,0,0,0,2,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"44","Argentina",2019,"Wega (N15)",0,0,0,2,0,0,0,0,2,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"45","Argentina",2019,"Valvoline",0,2,0,0,0,0,0,0,2,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"46","Argentina",2019,"Grido",0,0,0,1,0,1,0,0,2,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"47","Argentina",2019,"La Virginia",0,0,0,0,0,2,0,0,2,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"48","Argentina",2019,"Ivess",0,0,0,1,0,1,0,0,2,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"49","Argentina",2019,"Terrabusi",0,0,0,0,0,2,0,0,2,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"50","Argentina",2019,"Limpia-Lik",0,2,0,0,0,0,0,0,2,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"51","Argentina",2019,"Tablada",0,2,0,0,0,0,0,0,2,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"52","Argentina",2019,"Mars, Incorporated",0,0,0,0,1,1,0,0,2,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"53","Argentina",2019,"Max Aroma",0,0,0,2,0,0,0,0,2,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"54","Argentina",2019,"Speed Unlimited",0,0,0,2,0,0,0,0,2,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"55","Argentina",2019,"P&G",0,0,0,1,0,1,0,0,2,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"56","Argentina",2019,"Saldan",0,0,0,0,0,2,0,0,2,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"57","Argentina",2019,"Prunelle",0,2,0,0,0,0,0,0,2,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"58","Argentina",2019,"9 De Oro",0,0,0,0,0,2,0,0,2,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"59","Argentina",2019,"Daniel Gotman",0,1,0,1,0,0,0,0,2,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"60","Argentina",2019,"Bardahl",0,2,0,0,0,0,0,0,2,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"61","Argentina",2019,"Ayudin",0,2,0,0,0,0,0,0,2,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"62","Argentina",2019,"Cusenier",0,0,0,0,2,0,0,0,2,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"63","Argentina",2019,"Dart",0,0,0,2,0,0,0,0,2,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"64","Argentina",2019,"Anheuser-Busch InBev",0,0,0,1,0,1,0,0,2,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"65","Argentina",2019,"Beiersdorf Global AG",0,0,0,1,0,1,0,0,2,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"66","Argentina",2019,"Benjamin",0,0,0,0,0,1,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"67","Argentina",2019,"Revigal",0,1,0,0,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"68","Argentina",2019,"Rinde Dos",0,0,0,0,0,1,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"69","Argentina",2019,"Rockstar",0,0,0,1,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"70","Argentina",2019,"Dunox",0,1,0,0,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"71","Argentina",2019,"San Cayetano",0,0,0,0,0,1,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"72","Argentina",2019,"Saladix - Arcor",0,0,0,0,0,1,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"73","Argentina",2019,"Recreo",0,0,0,0,0,1,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"74","Argentina",2019,"Savant Pharm",0,1,0,0,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"75","Argentina",2019,"Bayer",0,1,0,0,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"76","Argentina",2019,"Seawalk",0,1,0,0,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"77","Argentina",2019,"Si Diet",0,1,0,0,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"78","Argentina",2019,"Sidney",0,0,0,0,1,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"79","Argentina",2019,"Resero",0,0,0,1,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"80","Argentina",2019,"Diamante",0,0,0,1,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"81","Argentina",2019,"Silsur",0,0,0,1,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"82","Argentina",2019,"Candela",0,0,0,1,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"83","Argentina",2019,"Omicron",0,0,0,0,0,1,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"84","Argentina",2019,"Cedal",0,0,0,0,0,1,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"85","Argentina",2019,"Paraná Limitada",0,0,1,0,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"86","Argentina",2019,"Cecchini",0,1,0,0,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"87","Argentina",2019,"Petronas",0,1,0,0,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"88","Argentina",2019,"Philip Morris",0,0,0,1,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"89","Argentina",2019,"Canela Fina",0,1,0,0,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"90","Argentina",2019,"Polvorita",0,0,0,0,0,1,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"91","Argentina",2019,"Rapifix",0,0,0,0,0,1,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"92","Argentina",2019,"Pop Arcor",0,0,0,0,0,1,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"93","Argentina",2019,"Porta Bialcohol",0,0,0,0,1,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"94","Argentina",2019,"Porteñitas",0,0,0,0,0,1,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"95","Argentina",2019,"Prinz",0,1,0,0,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"96","Argentina",2019,"Buss",0,0,0,1,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"97","Argentina",2019,"Bubbaloo",0,0,0,0,0,1,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"98","Argentina",2019,"Rafting",0,0,0,0,0,1,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"99","Argentina",2019,"Baggio",0,0,0,1,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"100","Argentina",2019,"Société Bic",0,0,0,0,0,0,1,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"101","Argentina",2019,"Smart",0,0,0,1,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"102","Argentina",2019,"Social",0,0,0,0,1,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"103","Argentina",2019,"Verizzia",0,0,0,0,0,1,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"104","Argentina",2019,"Vida Baggio",0,0,0,0,1,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"105","Argentina",2019,"Villa De Los Arroyos",0,0,0,0,1,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"106","Argentina",2019,"Ala",0,0,0,0,0,1,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"107","Argentina",2019,"Villa San Remo",0,0,0,0,1,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"108","Argentina",2019,"Villamanaos",0,0,0,0,0,1,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"109","Argentina",2019,"Agua De Las Misiones",0,0,0,0,1,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"110","Argentina",2019,"Agua De La Costa",0,0,0,0,1,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"111","Argentina",2019,"Wander",0,1,0,0,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"112","Argentina",2019,"Agua Bes",0,0,0,0,1,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"113","Argentina",2019,"Work",0,0,0,0,0,1,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"114","Argentina",2019,"Adidas",0,0,0,1,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"115","Argentina",2019,"Acivag",0,1,0,0,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"116","Argentina",2019,"Yogurisimo",0,1,0,0,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"117","Argentina",2019,"Zebron",0,1,0,0,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"118","Argentina",2019,"Alba",0,1,0,0,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"119","Argentina",2019,"Alka",0,0,0,0,0,1,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"120","Argentina",2019,"Tsu",0,1,0,0,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"121","Argentina",2019,"Terma",0,0,0,0,1,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"122","Argentina",2019,"Noel",0,0,0,1,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"123","Argentina",2019,"Solitas",0,0,0,0,0,1,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"124","Argentina",2019,"Superlay",0,1,0,0,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"125","Argentina",2019,"Susarelli",0,0,0,0,0,1,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"126","Argentina",2019,"Avellaneda 390 Super",0,1,0,0,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"127","Argentina",2019,"Tentacion",0,0,0,0,0,1,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"128","Argentina",2019,"Termofren",0,1,0,0,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"129","Argentina",2019,"Trio",0,0,0,0,0,1,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"130","Argentina",2019,"Argos",0,0,0,0,0,1,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"131","Argentina",2019,"Arcor Cofler",0,0,0,0,0,1,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"132","Argentina",2019,"Todo Sandwich",0,0,0,0,0,1,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"133","Argentina",2019,"Topper",0,0,0,1,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"134","Argentina",2019,"Trani",0,0,0,0,1,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"135","Argentina",2019,"Traviata",0,0,0,0,0,1,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"136","Argentina",2019,"Oderich",0,0,0,1,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"137","Argentina",2019,"Roux Ocefa",0,1,0,0,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"138","Argentina",2019,"Oblita",0,0,0,0,0,1,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"139","Argentina",2019,"Johnson & Johnson",0,1,0,0,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"140","Argentina",2019,"Grido Tentación",0,0,0,0,0,1,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"141","Argentina",2019,"Guaymallen",0,0,0,0,0,1,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"142","Argentina",2019,"D2",0,1,0,0,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"143","Argentina",2019,"Hellmanns",0,0,0,1,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"144","Argentina",2019,"I-Run",0,0,0,1,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"145","Argentina",2019,"Impulse",0,1,0,0,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"146","Argentina",2019,"Jorgito",0,0,0,0,0,1,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"147","Argentina",2019,"Daiwa",0,0,0,1,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"148","Argentina",2019,"Kampito",0,0,0,0,0,1,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"149","Argentina",2019,"Cunnington",0,0,0,0,1,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"150","Argentina",2019,"La Canasta",0,0,0,0,0,1,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
"151","Argentina",2019,"La Serenísima",0,0,0,1,0,0,0,0,1,4,243,"032","Guaraní","Spanish",NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,447754683615.225
